Tanggal,Price,Trend_Indicator,price_value_price,price_value_yield
2022-11-12,16812.0,-1.0,,
2022-11-13,16345.0,-1.0,,
2022-11-14,16627.0,-1.0,92.0,5.64
2022-11-15,16886.0,-1.0,91.75,5.66
2022-11-16,16531.0,-1.0,91.75,5.66
2022-11-17,16705.0,-1.0,93.75,5.5
2022-11-18,16634.0,-1.0,92.5,5.6
2022-11-19,16695.0,-1.0,,
2022-11-20,16281.0,-1.0,,
2022-11-21,15766.0,-1.0,92.5,5.6
2022-11-22,16215.0,-1.0,91.75,5.66
2022-11-23,16619.0,-1.0,93.0,5.58
2022-11-24,16606.0,-1.0,94.0,5.45
2022-11-25,16519.0,-1.0,95.0,5.4
2022-11-26,16459.0,-1.0,,
2022-11-27,16432.0,-1.0,,
2022-11-28,16215.0,-1.0,95.75,5.34
2022-11-29,16452.0,-1.0,96.25,5.3
2022-11-30,17182.0,-0.5,96.75,5.26
2022-12-01,16980.0,-0.5,96.75,5.26
2022-12-02,17091.0,-0.5,97.5,5.18
2022-12-03,16890.0,-0.5,,
2022-12-04,17128.0,-0.5,,
2022-12-05,16974.0,-0.5,97.5,5.18
2022-12-06,17096.0,-0.5,,
2022-12-07,16844.0,-0.5,97.3,5.22
2022-12-08,17246.0,-0.5,97.75,5.18
2022-12-09,17135.0,-0.5,98.5,5.13
2022-12-10,17132.0,-0.5,,
2022-12-11,17109.0,-0.5,,
2022-12-12,17228.0,-0.5,98.5,5.13
2022-12-13,17785.0,0.0,98.5,5.13
2022-12-14,17810.0,0.0,98.45,5.11
2022-12-15,17372.0,0.0,98.5,5.13
2022-12-16,16642.0,-1.0,98.25,5.12
2022-12-17,16793.0,-1.0,,
2022-12-18,16757.0,-1.0,,
2022-12-19,16448.0,-1.0,98.25,5.15
2022-12-20,16925.0,-1.0,98.25,5.15
2022-12-21,16845.0,-1.0,97.0,5.25
2022-12-22,16838.0,-1.0,96.6,5.26
2022-12-23,16802.0,-1.0,97.2,5.23
2022-12-24,16864.0,-1.0,,
2022-12-25,16847.0,-1.0,,
2022-12-26,16946.0,-1.0,97.0,5.25
2022-12-27,16719.0,-1.0,97.0,5.25
2022-12-28,16558.0,-1.0,96.75,5.27
2022-12-29,16658.0,-1.0,96.75,5.27
2022-12-30,16618.0,-1.0,96.65,5.28
2022-12-31,16564.0,-1.0,,
2023-01-01,16643.0,-1.0,,
2023-01-02,16690.0,-1.0,96.65,5.28
2023-01-03,16689.0,-1.0,95.75,5.35
2023-01-04,16868.0,-0.5,95.25,5.37
2023-01-05,16842.0,-0.5,95.75,5.35
2023-01-06,16967.0,-0.5,95.25,5.36
2023-01-07,16958.0,-0.5,,
2023-01-08,17139.0,0.0,,
2023-01-09,17188.0,0.0,95.75,5.32
2023-01-10,17445.0,0.0,96.25,5.3
2023-01-11,17946.0,0.0,95.75,5.34
2023-01-12,18857.0,0.0,95.75,5.34
2023-01-13,19933.0,0.5,95.75,5.34
2023-01-14,20963.0,0.5,,
2023-01-15,20882.0,0.5,,
2023-01-16,21196.0,0.5,97.3,5.22
2023-01-17,21136.0,0.5,96.75,5.26
2023-01-18,20678.0,0.5,97.75,5.18
2023-01-19,21080.0,0.5,97.75,5.18
2023-01-20,22672.0,0.5,100.0,5.01
2023-01-21,22766.0,0.5,,
2023-01-22,22713.0,1.0,,
2023-01-23,22910.0,1.0,,
2023-01-24,22627.0,1.0,99.9,5.02
2023-01-25,23045.0,1.0,99.9,5.02
2023-01-26,23004.0,1.0,100.5,4.99
2023-01-27,23067.0,1.0,100.65,4.98
2023-01-28,23029.0,1.0,,
2023-01-29,23746.0,1.0,,
2023-01-30,22837.0,1.0,100.65,4.98
2023-01-31,23135.0,1.0,99.5,5.05
2023-02-01,23723.0,1.0,99.75,5.03
2023-02-02,23485.0,1.0,101.5,4.9
2023-02-03,23433.0,1.0,102.45,4.83
2023-02-04,23315.0,1.0,,
2023-02-05,22936.0,1.0,,
2023-02-06,22755.0,1.0,101.0,4.94
2023-02-07,23251.0,1.0,99.75,5.03
2023-02-08,22959.0,1.0,99.5,5.05
2023-02-09,21800.0,0.5,99.1,5.07
2023-02-10,21643.0,0.5,98.5,5.12
2023-02-11,21866.0,0.5,,
2023-02-12,21796.0,0.5,,
2023-02-13,21773.0,0.5,97.0,5.24
2023-02-14,22198.0,0.5,97.5,5.22
2023-02-15,24318.0,1.0,97.5,5.2
2023-02-16,23535.0,1.0,96.0,5.32
2023-02-17,24579.0,1.0,96.0,5.32
2023-02-18,24633.0,1.0,,
2023-02-19,24294.0,1.0,,
2023-02-20,24831.0,1.0,94.75,5.42
2023-02-21,24460.0,1.0,95.15,5.38
2023-02-22,24186.0,1.0,94.0,5.48
2023-02-23,23947.0,1.0,95.1,5.39
2023-02-24,23201.0,1.0,96.65,5.27
2023-02-25,23177.0,0.5,,
2023-02-26,23560.0,0.5,,
2023-02-27,23504.0,0.5,96.4,5.29
2023-02-28,23134.0,0.5,97.0,5.24
2023-03-01,23646.0,0.5,96.75,5.26
2023-03-02,23472.0,0.5,96.25,5.3
2023-03-03,22363.0,0.5,96.25,5.3
2023-03-04,22346.0,0.0,,
2023-03-05,22431.0,0.0,,
2023-03-06,22404.0,0.0,96.25,5.3
2023-03-07,22209.0,0.0,96.0,5.32
2023-03-08,21712.0,0.0,96.0,5.32
2023-03-09,20378.0,0.0,96.25,5.3
2023-03-10,20201.0,0.0,96.25,5.3
2023-03-11,20538.0,-0.5,,
2023-03-12,22079.0,-0.5,,
2023-03-13,24187.0,0.5,96.25,5.3
2023-03-14,24744.0,1.0,97.5,5.2
2023-03-15,24321.0,1.0,97.5,5.19
2023-03-16,25057.0,1.0,98.55,5.11
2023-03-17,27350.0,1.0,98.5,5.12
2023-03-18,26913.0,1.0,,
2023-03-19,27936.0,1.0,,
2023-03-20,27712.0,1.0,97.9,5.17
2023-03-21,28112.0,1.0,98.5,5.12
2023-03-22,27263.0,1.0,,
2023-03-23,28304.0,1.0,,
2023-03-24,27458.0,1.0,98.65,5.11
2023-03-25,27482.0,1.0,,
2023-03-26,27986.0,1.0,,
2023-03-27,27129.0,1.0,98.5,5.12
2023-03-28,27265.0,1.0,98.5,5.18
2023-03-29,28344.0,1.0,97.4,5.2
2023-03-30,28017.0,1.0,97.55,5.2
2023-03-31,28460.0,1.0,98.15,5.15
2023-04-01,28443.0,1.0,,
2023-04-02,28173.0,1.0,,
2023-04-03,27790.0,1.0,98.5,5.12
2023-04-04,28153.0,1.0,99.75,5.03
2023-04-05,28153.0,1.0,99.75,5.03
2023-04-06,28018.0,1.0,100.5,4.97
2023-04-07,27889.0,1.0,,
2023-04-08,27901.0,1.0,,
2023-04-09,28320.0,1.0,,
2023-04-10,29614.0,1.0,100.5,4.97
2023-04-11,30190.0,1.0,100.25,4.99
2023-04-12,29876.0,1.0,100.4,4.98
2023-04-13,30389.0,1.0,100.5,4.97
2023-04-14,30462.0,1.0,100.5,4.97
2023-04-15,30280.0,1.0,,
2023-04-16,30285.0,1.0,,
2023-04-17,29434.0,1.0,100.0,5.01
2023-04-18,30392.0,1.0,99.75,5.03
2023-04-19,28826.0,1.0,,
2023-04-20,28248.0,0.5,,
2023-04-21,27287.0,0.5,,
2023-04-22,27826.0,0.5,,
2023-04-23,27613.0,0.5,,
2023-04-24,27522.0,0.0,,
2023-04-25,28324.0,0.0,,
2023-04-26,28433.0,0.0,,
2023-04-27,29479.0,1.0,99.75,5.03
2023-04-28,29338.0,1.0,99.5,5.05
2023-04-29,29253.0,1.0,,
2023-04-30,29255.0,1.0,,
2023-05-01,28106.0,0.5,,
2023-05-02,28679.0,0.5,99.35,5.06
2023-05-03,29037.0,1.0,99.75,5.03
2023-05-04,28844.0,1.0,100.75,4.95
2023-05-05,29526.0,1.0,100.65,4.96
2023-05-06,28909.0,1.0,,
2023-05-07,28464.0,0.5,,
2023-05-08,27701.0,0.5,100.45,4.98
2023-05-09,27668.0,0.0,100.0,5.01
2023-05-10,27622.0,0.0,99.75,5.03
2023-05-11,27016.0,0.0,100.0,5.01
2023-05-12,26818.0,0.0,,
2023-05-13,26790.0,0.0,,
2023-05-14,26937.0,0.0,,
2023-05-15,27190.0,0.0,99.75,5.03
2023-05-16,27054.0,0.0,99.25,5.07
2023-05-17,27425.0,0.0,99.15,5.07
2023-05-18,26862.0,-0.5,,
2023-05-19,26911.0,-0.5,98.15,5.15
2023-05-20,27126.0,-0.5,,
2023-05-21,26760.0,-0.5,,
2023-05-22,26869.0,-0.5,98.0,5.16
2023-05-23,27243.0,-0.5,97.5,5.2
2023-05-24,26344.0,-1.0,97.65,5.19
2023-05-25,26498.0,-1.0,97.5,5.2
2023-05-26,26737.0,-1.0,97.25,5.22
2023-05-27,26885.0,-1.0,,
2023-05-28,28096.0,-0.5,,
2023-05-29,27772.0,-0.5,97.25,5.22
2023-05-30,27723.0,-0.5,98.0,5.16
2023-05-31,27220.0,-0.5,98.75,5.11
2023-06-01,26833.0,-1.0,,
2023-06-02,27254.0,-1.0,,
2023-06-03,27077.0,-1.0,,
2023-06-04,27126.0,-1.0,,
2023-06-05,25730.0,-1.0,98.25,5.14
2023-06-06,27233.0,-1.0,98.35,5.14
2023-06-07,26365.0,-1.0,98.75,5.11
2023-06-08,26526.0,-1.0,98.25,5.14
2023-06-09,26502.0,-1.0,98.4,5.13
2023-06-10,25870.0,-1.0,,
2023-06-11,25953.0,-1.0,,
2023-06-12,25933.0,-1.0,98.4,5.13
2023-06-13,25941.0,-1.0,98.2,5.15
2023-06-14,25146.0,-1.0,98.35,5.14
2023-06-15,25611.0,-1.0,98.75,5.11
2023-06-16,26357.0,-1.0,,
2023-06-17,26535.0,-1.0,,
2023-06-18,26358.0,-0.5,,
2023-06-19,26866.0,-0.5,99.5,5.05
2023-06-20,28325.0,0.0,99.25,5.07
2023-06-21,30013.0,0.0,99.5,5.05
2023-06-22,29920.0,0.5,100.0,5.01
2023-06-23,30708.0,0.5,99.7,5.03
2023-06-24,30556.0,0.5,,
2023-06-25,30485.0,0.5,,
2023-06-26,30287.0,0.5,100.0,5.01
2023-06-27,30711.0,0.5,100.0,5.01
2023-06-28,30094.0,0.5,,
2023-06-29,30471.0,0.5,,
2023-06-30,30500.0,0.5,,
2023-07-01,30607.0,1.0,,
2023-07-02,30663.0,1.0,,
2023-07-03,31176.0,1.0,99.5,5.05
2023-07-04,30782.0,1.0,99.6,5.04
2023-07-05,30532.0,1.0,100.0,5.01
2023-07-06,29942.0,1.0,99.4,5.06
2023-07-07,30370.0,1.0,98.5,5.12
2023-07-08,30318.0,1.0,,
2023-07-09,30188.0,1.0,,
2023-07-10,30445.0,1.0,97.5,5.2
2023-07-11,30654.0,1.0,97.15,5.23
2023-07-12,30428.0,1.0,98.0,5.16
2023-07-13,31500.0,1.0,99.0,5.09
2023-07-14,30343.0,1.0,99.75,5.03
2023-07-15,30310.0,1.0,,
2023-07-16,30260.0,0.5,,
2023-07-17,30172.0,0.5,99.25,5.07
2023-07-18,29888.0,0.5,,
2023-07-19,29939.0,0.5,,
2023-07-20,29839.0,0.5,99.75,5.03
2023-07-21,29942.0,0.5,99.25,5.07
2023-07-22,29811.0,0.5,,
2023-07-23,30122.0,0.5,,
2023-07-24,29224.0,0.0,99.5,5.05
2023-07-25,29272.0,0.0,99.4,5.06
2023-07-26,29390.0,-0.5,99.4,5.06
2023-07-27,29256.0,-0.5,100.3,4.99
2023-07-28,29365.0,-0.5,99.5,5.05
2023-07-29,29402.0,-0.5,,
2023-07-30,29315.0,-0.5,,
2023-07-31,29273.0,-0.5,99.4,5.06
2023-08-01,29746.0,-0.5,99.5,5.05
2023-08-02,29197.0,-0.5,97.75,5.18
2023-08-03,29206.0,-0.5,96.25,5.3
2023-08-04,29119.0,-0.5,96.25,5.3
2023-08-05,29075.0,-0.5,,
2023-08-06,29095.0,-0.5,,
2023-08-07,29223.0,-0.5,97.0,5.24
2023-08-08,29796.0,0.0,97.0,5.24
2023-08-09,29597.0,0.0,,
2023-08-10,29458.0,0.0,98.0,5.16
2023-08-11,29434.0,0.0,97.0,5.24
2023-08-12,29445.0,0.0,,
2023-08-13,29314.0,-0.5,,
2023-08-14,29445.0,-0.5,96.25,5.3
2023-08-15,29200.0,-0.5,95.6,5.35
2023-08-16,28730.0,-1.0,95.0,5.4
2023-08-17,26661.0,-1.0,,
2023-08-18,26066.0,-1.0,94.0,5.48
2023-08-19,26115.0,-1.0,,
2023-08-20,26215.0,-1.0,,
2023-08-21,26144.0,-1.0,93.35,5.54
2023-08-22,26057.0,-1.0,92.75,5.59
2023-08-23,26461.0,-1.0,94.35,5.46
2023-08-24,26199.0,-1.0,95.5,5.36
2023-08-25,26079.0,-1.0,95.4,5.37
2023-08-26,26045.0,-1.0,,
2023-08-27,26121.0,-1.0,,
2023-08-28,26147.0,-1.0,95.2,5.39
2023-08-29,27752.0,-0.5,95.5,5.36
2023-08-30,27325.0,-0.5,96.75,5.26
2023-08-31,25967.0,-1.0,96.5,5.28
2023-09-01,25816.0,-1.0,96.6,5.27
2023-09-02,25870.0,-1.0,,
2023-09-03,25980.0,-1.0,,
2023-09-04,25823.0,-1.0,96.4,5.29
2023-09-05,25793.0,-1.0,95.9,5.33
2023-09-06,25783.0,-1.0,95.0,5.4
2023-09-07,26264.0,-1.0,94.75,5.42
2023-09-08,25918.0,-1.0,96.5,5.36
2023-09-09,25910.0,-1.0,,
2023-09-10,25860.0,-1.0,,
2023-09-11,25183.0,-1.0,94.75,5.42
2023-09-12,25851.0,-1.0,94.0,5.48
2023-09-13,26238.0,-1.0,93.9,5.49
2023-09-14,26544.0,-0.5,94.75,5.42
2023-09-15,26625.0,-0.5,,
2023-09-16,26576.0,-0.5,,
2023-09-17,26547.0,-0.5,,
2023-09-18,26788.0,-0.5,93.5,5.53
2023-09-19,27244.0,0.0,93.6,5.52
2023-09-20,27149.0,0.0,93.25,5.55
2023-09-21,26594.0,0.0,92.5,5.61
2023-09-22,26606.0,0.0,91.5,5.7
2023-09-23,26609.0,0.0,,
2023-09-24,26299.0,-1.0,,
2023-09-25,26330.0,-1.0,91.9,5.66
2023-09-26,26244.0,-1.0,90.75,5.76
2023-09-27,26391.0,-1.0,90.65,5.77
2023-09-28,27046.0,0.0,,
2023-09-29,26929.0,0.0,90.4,5.79
2023-09-30,26980.0,0.0,,
2023-10-01,28008.0,0.0,,
2023-10-02,27526.0,0.0,90.25,5.8
2023-10-03,27431.0,0.0,89.6,5.82
2023-10-04,27805.0,0.0,86.3,6.16
2023-10-05,27418.0,0.0,88.5,5.96
2023-10-06,27942.0,0.5,,
2023-10-07,27967.0,0.5,,
2023-10-08,27929.0,0.5,,
2023-10-09,27617.0,0.5,87.75,6.03
2023-10-10,27414.0,0.5,88.8,5.93
2023-10-11,26894.0,0.0,89.25,5.89
2023-10-12,26795.0,0.0,89.35,5.88
2023-10-13,26875.0,-0.5,88.75,5.94
2023-10-14,26871.0,-0.5,,
2023-10-15,27168.0,-0.5,,
2023-10-16,28524.0,0.5,88.5,5.96
2023-10-17,28410.0,0.5,88.0,6.01
2023-10-18,28332.0,0.5,87.25,6.07
2023-10-19,28745.0,0.5,,
2023-10-20,29689.0,0.5,85.85,6.2
2023-10-21,29922.0,0.5,,
2023-10-22,30023.0,0.5,,
2023-10-23,33069.0,0.5,84.5,6.33
2023-10-24,33943.0,0.5,,
2023-10-25,34504.0,0.5,87.3,6.07
2023-10-26,34184.0,0.5,85.25,6.26
2023-10-27,33942.0,1.0,86.65,6.13
2023-10-28,34104.0,1.0,,
2023-10-29,34551.0,1.0,,
2023-10-30,34490.0,1.0,,
2023-10-31,34669.0,1.0,86.2,6.17
2023-11-01,35447.0,1.0,,
2023-11-02,34944.0,1.0,,
2023-11-03,34751.0,1.0,,
2023-11-04,35100.0,1.0,,
2023-11-05,35064.0,1.0,,
2023-11-06,35053.0,1.0,,
2023-11-07,35455.0,1.0,89.75,5.85
2023-11-08,35641.0,1.0,90.45,5.79
2023-11-09,36699.0,1.0,91.15,5.73
2023-11-10,37301.0,1.0,89.8,5.85
2023-11-11,37141.0,1.0,,
2023-11-12,37042.0,1.0,,
2023-11-13,36511.0,1.0,89.9,5.84
2023-11-14,35542.0,1.0,90.5,5.78
2023-11-15,37865.0,1.0,92.25,5.63
2023-11-16,36161.0,1.0,91.75,5.68
2023-11-17,36631.0,1.0,,
2023-11-18,36581.0,1.0,,
2023-11-19,37368.0,1.0,,
2023-11-20,37451.0,1.0,92.25,5.63
2023-11-21,35794.0,1.0,,
2023-11-22,37407.0,1.0,93.25,5.55
2023-11-23,37280.0,1.0,93.5,5.53
2023-11-24,37704.0,1.0,93.65,5.52
2023-11-25,37782.0,1.0,,
2023-11-26,37443.0,1.0,,
2023-11-27,37263.0,1.0,93.25,5.55
2023-11-28,37815.0,1.0,94.0,5.49
2023-11-29,37834.0,1.0,94.85,5.42
2023-11-30,37723.0,1.0,95.5,5.36
2023-12-01,38676.0,1.0,95.75,5.34
2023-12-02,39438.0,1.0,,
2023-12-03,39940.0,1.0,,
2023-12-04,41942.0,1.0,96.25,5.3
2023-12-05,44112.0,1.0,96.25,5.3
2023-12-06,43814.0,1.0,97.4,5.21
2023-12-07,43290.0,1.0,99.0,5.09
2023-12-08,44173.0,1.0,98.5,5.12
2023-12-09,43749.0,1.0,,
2023-12-10,43809.0,1.0,,
2023-12-11,41287.0,1.0,98.0,5.16
2023-12-12,41501.0,1.0,97.8,5.18
2023-12-13,42924.0,1.0,98.4,5.13
2023-12-14,43064.0,1.0,101.6,4.89
2023-12-15,41961.0,1.0,102.0,4.86
2023-12-16,42328.0,1.0,,
2023-12-17,41406.0,1.0,,
2023-12-18,42672.0,1.0,,
2023-12-19,42315.0,1.0,102.5,4.82
2023-12-20,43662.0,1.0,102.3,4.84
2023-12-21,43890.0,1.0,102.85,4.79
2023-12-22,44038.0,1.0,102.75,4.8
2023-12-23,43801.0,1.0,,
2023-12-24,43026.0,1.0,,
2023-12-25,43641.0,1.0,,
2023-12-26,42568.0,1.0,,
2023-12-27,43476.0,1.0,103.0,4.78
2023-12-28,42617.0,1.0,103.4,4.75
2023-12-29,42139.0,0.5,103.75,4.73
2023-12-30,42199.0,0.5,,
2023-12-31,42323.0,0.5,,
2024-01-01,44175.0,1.0,,
2024-01-02,44991.0,1.0,103.5,4.75
2024-01-03,42869.0,1.0,100.5,4.97
2024-01-04,44221.0,1.0,,
2024-01-05,44189.0,1.0,98.55,5.1
2024-01-06,44005.0,1.0,,
2024-01-07,43960.0,1.0,,
2024-01-08,46941.0,1.0,96.65,5.25
2024-01-09,46113.0,1.0,97.4,5.21
2024-01-10,46636.0,1.0,97.5,5.2
2024-01-11,46377.0,1.0,98.4,5.13
2024-01-12,42831.0,1.0,98.75,5.11
2024-01-13,42847.0,0.5,,
2024-01-14,41737.0,0.5,,
2024-01-15,42508.0,0.5,99.15,5.07
2024-01-16,43163.0,0.5,99.0,5.09
2024-01-17,42778.0,0.0,98.0,5.16
2024-01-18,41337.0,0.0,97.25,5.2
2024-01-19,41719.0,0.0,96.55,5.26
2024-01-20,41778.0,0.0,,
2024-01-21,41679.0,0.0,,
2024-01-22,39599.0,0.0,97.65,5.19
2024-01-23,39938.0,0.0,97.5,5.2
2024-01-24,40140.0,0.0,96.85,5.26
2024-01-25,40001.0,0.0,96.45,5.29
2024-01-26,41821.0,0.0,96.7,5.27
2024-01-27,42125.0,0.0,,
2024-01-28,42047.0,0.5,,
2024-01-29,43301.0,0.5,96.75,5.26
2024-01-30,42956.0,0.5,97.75,5.18
2024-01-31,42594.0,0.5,98.0,5.16
2024-02-01,43088.0,1.0,,
2024-02-02,43201.0,1.0,99.15,5.07
2024-02-03,43004.0,1.0,,
2024-02-04,42583.0,1.0,,
2024-02-05,42707.0,1.0,97.9,5.17
2024-02-06,43101.0,1.0,96.95,5.25
2024-02-07,44328.0,1.0,97.65,5.19
2024-02-08,45279.0,1.0,,
2024-02-09,47150.0,1.0,,
2024-02-10,47800.0,1.0,,
2024-02-11,48321.0,1.0,,
2024-02-12,49947.0,1.0,97.45,5.21
2024-02-13,49777.0,1.0,97.4,5.21
2024-02-14,51778.0,1.0,,
2024-02-15,51893.0,1.0,97.0,5.24
2024-02-16,52130.0,1.0,96.8,5.26
2024-02-17,51631.0,1.0,,
2024-02-18,52061.0,1.0,,
2024-02-19,51732.0,1.0,96.65,5.27
2024-02-20,52168.0,1.0,96.55,5.28
2024-02-21,51856.0,1.0,96.6,5.28
2024-02-22,51287.0,1.0,96.55,5.28
2024-02-23,50734.0,1.0,96.65,5.27
2024-02-24,51630.0,1.0,,
2024-02-25,51716.0,1.0,,
2024-02-26,54417.0,1.0,97.4,5.21
2024-02-27,56998.0,1.0,97.15,5.23
2024-02-28,62380.0,1.0,96.9,5.25
2024-02-29,61148.0,1.0,96.9,5.25
2024-03-01,62346.0,1.0,97.4,5.21
2024-03-02,61962.0,1.0,,
2024-03-03,63121.0,1.0,,
2024-03-04,68110.0,1.0,97.75,5.18
2024-03-05,63818.0,1.0,97.4,5.21
2024-03-06,66073.0,1.0,97.75,5.18
2024-03-07,66744.0,1.0,98.0,5.16
2024-03-08,68018.0,1.0,98.5,5.12
2024-03-09,68205.0,1.0,,
2024-03-10,68948.0,1.0,,
2024-03-11,71937.0,1.0,,
2024-03-12,71237.0,1.0,,
2024-03-13,72974.0,1.0,98.35,5.14
2024-03-14,71364.0,1.0,98.15,5.15
2024-03-15,69457.0,1.0,97.15,5.23
2024-03-16,65304.0,1.0,,
2024-03-17,68456.0,1.0,,
2024-03-18,67606.0,1.0,97.25,5.22
2024-03-19,62072.0,0.5,97.15,5.23
2024-03-20,67912.0,0.5,97.15,5.25
2024-03-21,65577.0,0.5,97.4,5.21
2024-03-22,63828.0,0.5,98.15,5.15
2024-03-23,64069.0,0.5,,
2024-03-24,67283.0,0.5,,
2024-03-25,69824.0,1.0,98.85,5.1
2024-03-26,70011.0,1.0,98.75,5.1
2024-03-27,69467.0,1.0,98.6,5.12
2024-03-28,70776.0,1.0,98.75,5.1
2024-03-29,69862.0,1.0,,
2024-03-30,69683.0,1.0,,
2024-03-31,71402.0,1.0,,
2024-04-01,69691.0,1.0,98.85,5.1
2024-04-02,65495.0,0.5,98.0,5.16
2024-04-03,65967.0,0.5,,
2024-04-04,68518.0,0.5,97.4,5.2
2024-04-05,67819.0,0.5,97.5,5.2
2024-04-06,68880.0,1.0,,
2024-04-07,69343.0,1.0,,
2024-04-08,71675.0,1.0,,
2024-04-09,69164.0,1.0,,
2024-04-10,70688.0,1.0,,
2024-04-11,70104.0,1.0,,
2024-04-12,67061.0,0.5,,
2024-04-13,64039.0,0.5,,
2024-04-14,65793.0,0.0,,
2024-04-15,63488.0,0.0,,
2024-04-16,63874.0,0.0,93.8,5.51
2024-04-17,61375.0,0.0,93.5,5.53
2024-04-18,63529.0,0.0,94.35,5.46
2024-04-19,63867.0,0.0,94.3,5.47
2024-04-20,65045.0,0.0,,
2024-04-21,64992.0,0.0,,
2024-04-22,66894.0,0.5,93.65,5.51
2024-04-23,66458.0,0.5,93.9,5.49
2024-04-24,64345.0,0.0,94.0,5.48
2024-04-25,64555.0,0.0,93.35,5.54
2024-04-26,63874.0,0.0,92.85,5.59
2024-04-27,63574.0,0.0,,
2024-04-28,63226.0,0.0,,
2024-04-29,63960.0,0.0,92.5,5.61
2024-04-30,60836.0,0.0,93.45,5.53
2024-05-01,58457.0,-0.5,,
2024-05-02,59247.0,-0.5,93.35,5.53
2024-05-03,62978.0,-0.5,93.95,5.49
2024-05-04,63983.0,-0.5,,
2024-05-05,64173.0,0.0,,
2024-05-06,63280.0,0.0,,
2024-05-07,62432.0,-0.5,95.4,5.35
2024-05-08,61343.0,-0.5,96.1,5.3
2024-05-09,63209.0,-0.5,,
2024-05-10,60807.0,-0.5,,
2024-05-11,60929.0,-0.5,,
2024-05-12,61612.0,-1.0,,
2024-05-13,62986.0,-1.0,95.75,5.34
2024-05-14,61668.0,-1.0,95.65,5.36
2024-05-15,66320.0,-0.5,95.8,5.33
2024-05-16,65314.0,0.0,97.45,5.21
2024-05-17,67182.0,0.5,97.25,5.22
2024-05-18,66995.0,1.0,,
2024-05-19,66339.0,1.0,,
2024-05-20,71428.0,1.0,96.95,5.24
2024-05-21,70148.0,1.0,96.65,5.26
2024-05-22,69225.0,1.0,96.9,5.24
2024-05-23,68058.0,1.0,,
2024-05-24,68604.0,1.0,,
2024-05-25,69334.0,1.0,,
2024-05-26,68585.0,1.0,,
2024-05-27,69492.0,1.0,96.25,5.3
2024-05-28,68434.0,1.0,96.3,5.29
2024-05-29,67720.0,1.0,95.4,5.37
2024-05-30,68413.0,1.0,94.65,5.43
2024-05-31,67582.0,1.0,95.25,5.38
2024-06-01,67759.0,1.0,,
2024-06-02,67816.0,1.0,,
2024-06-03,68859.0,1.0,95.75,5.34
2024-06-04,70604.0,1.0,,
2024-06-05,71101.0,1.0,97.25,5.22
2024-06-06,70836.0,1.0,97.5,5.2
2024-06-07,69403.0,1.0,97.55,0.0
2024-06-08,69338.0,1.0,,
2024-06-09,69646.0,1.0,,
2024-06-10,69528.0,1.0,96.65,5.26
2024-06-11,67331.0,0.5,96.3,5.3
2024-06-12,68266.0,0.5,96.7,0.0
2024-06-13,66776.0,0.5,97.45,0.0
2024-06-14,66038.0,0.0,,
2024-06-15,66229.0,0.0,,
2024-06-16,66677.0,0.0,,
2024-06-17,66570.0,0.0,,
2024-06-18,65250.0,-0.5,,
2024-06-19,65071.0,-0.5,97.6,5.2
2024-06-20,65000.0,-0.5,97.45,5.2
2024-06-21,64234.0,-1.0,97.25,5.21
2024-06-22,64370.0,-1.0,,
2024-06-23,63292.0,-1.0,,
2024-06-24,60372.0,-1.0,97.5,5.2
2024-06-25,61878.0,-1.0,97.5,5.2
2024-06-26,60923.0,-1.0,97.25,5.22
2024-06-27,61803.0,-1.0,96.35,5.29
2024-06-28,60546.0,-1.0,96.6,5.26
2024-06-29,61087.0,-1.0,,
2024-06-30,62867.0,-1.0,,
2024-07-01,62965.0,-1.0,95.9,5.31
2024-07-02,62219.0,-1.0,94.9,5.39
2024-07-03,60314.0,-1.0,,
2024-07-04,57118.0,-1.0,94.85,5.39
2024-07-05,56759.0,-1.0,95.4,5.34
2024-07-06,58326.0,-1.0,,
2024-07-07,56050.0,-1.0,,
2024-07-08,56873.0,-1.0,96.1,5.29
2024-07-09,58205.0,-1.0,96.3,5.27
2024-07-10,57931.0,-1.0,96.2,5.28
2024-07-11,57458.0,-1.0,96.2,5.28
2024-07-12,58049.0,-1.0,96.95,5.22
2024-07-13,59382.0,-1.0,,
2024-07-14,60946.0,-0.5,,
2024-07-15,64882.0,-0.5,96.7,5.24
2024-07-16,65188.0,0.0,96.75,5.23
2024-07-17,64204.0,0.0,97.0,5.22
2024-07-18,64048.0,0.0,97.0,5.22
2024-07-19,66789.0,0.0,96.65,5.24
2024-07-20,67239.0,0.0,,
2024-07-21,68263.0,0.0,,
2024-07-22,67714.0,0.5,96.65,5.24
2024-07-23,66101.0,0.5,96.7,5.26
2024-07-24,65482.0,0.5,96.65,5.27
2024-07-25,65849.0,0.5,96.2,5.3
2024-07-26,68061.0,0.5,96.25,5.3
2024-07-27,68019.0,0.5,,
2024-07-28,68419.0,0.5,,
2024-07-29,66933.0,0.5,96.75,5.26
2024-07-30,66349.0,0.5,96.7,5.24
2024-07-31,64724.0,0.0,97.1,5.2
2024-08-01,65465.0,0.0,97.95,5.14
2024-08-02,61529.0,0.0,98.4,5.1
2024-08-03,60825.0,-0.5,,
2024-08-04,58203.0,-1.0,,
2024-08-05,54169.0,-1.0,99.3,5.03
2024-08-06,56187.0,-1.0,99.2,5.04
2024-08-07,55179.0,-1.0,98.7,5.08
2024-08-08,61801.0,-1.0,98.45,5.1
